worksheet_name,line_num,line_description,example_sas_column,current_description
,1,,E1_1_HOS_C4_1,Hospital | Line 1 | Col 4
,101,,L_1_HOS_C101_101,Hospital | Line 1.01 | Col 101
,102,,E3_4_HOS_C1_102,Hospital | Line 1.02 | Col 1
,103,,E3_4_HOS_C1_103,Hospital | Line 1.03 | Col 1
,104,,E3_4_HOS_C1_104,Hospital | Line 1.04 | Col 1
,12,,L_1_HOS_C1_12,Hospital | Line 12 | Col 1
,16,,H3_1_HHA1_C11_16,Home Health Agency 1 | Line 16 | Col 11
,203,,E_A_HOS_C101_203,Hospital | Line 2.03 | Col 101
,204,,E_A_HOS_C101_204,Hospital | Line 2.04 | Col 101
,2150,,E3_4_HOS_C1_2150,Hospital | Line 21.50 | Col 1
,2199,,E3_4_HOS_C1_2199,Hospital | Line 21.99 | Col 1
,2850,,E_B_HOS_C1_2850,Hospital | Line 28.50 | Col 1
,2901,,E_A_HOS_C101_2901,Hospital | Line 29.01 | Col 101
,47,,D1_HOS_C1_47,Hospital | Line 47 | Col 1
,9,,H4_1_HHA1_C1_9,Home Health Agency 1 | Line 9 | Col 1
"D, Part II: Apportionment - Hospital",5000,,D_2_HOS_C5_50,Hospital | Line 50 | Col 5
"D, Part II: Apportionment - Hospital",5100,,D_2_HOS_C5_51,Hospital | Line 51 | Col 5
"D, Part II: Apportionment - Hospital",5200,,D_2_HOS_C5_52,Hospital | Line 52 | Col 5
"D, Part II: Apportionment - Hospital",5300,,D_2_HOS_C5_53,Hospital | Line 53 | Col 5
"D, Part II: Apportionment - Hospital",5400,,D_2_HOS_C5_54,Hospital | Line 54 | Col 5
"D, Part II: Apportionment - Hospital",5500,,D_2_HOS_C5_55,Hospital | Line 55 | Col 5
"D, Part II: Apportionment - Hospital",5600,,D_2_HOS_C5_56,Hospital | Line 56 | Col 5
"D, Part II: Apportionment - Hospital",5700,,D_2_HOS_C5_57,Hospital | Line 57 | Col 5
"D, Part II: Apportionment - Hospital",5800,,D_2_HOS_C5_58,Hospital | Line 58 | Col 5
"D, Part II: Apportionment - Hospital",5900,,D_2_HOS_C5_59,Hospital | Line 59 | Col 5
"D, Part II: Apportionment - Hospital",6000,,D_2_HOS_C5_60,Hospital | Line 60 | Col 5
"D, Part II: Apportionment - Hospital",6100,,D_2_HOS_C5_61,Hospital | Line 61 | Col 5
"D, Part II: Apportionment - Hospital",6200,,D_2_HOS_C5_62,Hospital | Line 62 | Col 5
"D, Part II: Apportionment - Hospital",6250,,D_2_HOS_C5_6250,Hospital | Line 62.50 | Col 5
"D, Part II: Apportionment - Hospital",6300,,D_2_HOS_C5_63,Hospital | Line 63 | Col 5
"D, Part II: Apportionment - Hospital",6400,,D_2_HOS_C5_64,Hospital | Line 64 | Col 5
"D, Part II: Apportionment - Hospital",6500,,D_2_HOS_C5_65,Hospital | Line 65 | Col 5
"D, Part II: Apportionment - Hospital",6600,,D_2_HOS_C5_66,Hospital | Line 66 | Col 5
"D, Part II: Apportionment - Hospital",6700,,D_2_HOS_C5_67,Hospital | Line 67 | Col 5
"D, Part II: Apportionment - Hospital",6800,,D_2_HOS_C5_68,Hospital | Line 68 | Col 5
"D, Part II: Apportionment - Hospital",6900,,D_2_HOS_C5_69,Hospital | Line 69 | Col 5
"D, Part II: Apportionment - Hospital",7000,,D_2_HOS_C5_70,Hospital | Line 70 | Col 5
"D, Part II: Apportionment - Hospital",7100,,D_2_HOS_C5_71,Hospital | Line 71 | Col 5
"D, Part II: Apportionment - Hospital",7200,,D_2_HOS_C5_72,Hospital | Line 72 | Col 5
"D, Part II: Apportionment - Hospital",7300,,D_2_HOS_C5_73,Hospital | Line 73 | Col 5
"D, Part II: Apportionment - Hospital",7400,,D_2_HOS_C5_74,Hospital | Line 74 | Col 5
"D, Part II: Apportionment - Hospital",7500,,D_2_HOS_C5_75,Hospital | Line 75 | Col 5
"D, Part II: Apportionment - Hospital",7600,,D_2_HOS_C5_76,Hospital | Line 76 | Col 5
"D, Part II: Apportionment - Hospital",8800,,D_2_HOS_C5_88,Hospital | Line 88 | Col 5
"D, Part II: Apportionment - Hospital",8900,,D_2_HOS_C5_89,Hospital | Line 89 | Col 5
"D, Part II: Apportionment - Hospital",9000,,D_2_HOS_C5_90,Hospital | Line 90 | Col 5
"D, Part II: Apportionment - Hospital",9100,,D_2_HOS_C5_91,Hospital | Line 91 | Col 5
"D, Part II: Apportionment - Hospital",9200,,D_2_HOS_C5_92,Hospital | Line 92 | Col 5
"D, Part II: Apportionment - Hospital",9201,,D_2_HOS_C5_9201,Hospital | Line 92.01 | Col 5
"D, Part II: Apportionment - Hospital",9300,,D_2_HOS_C5_93,Hospital | Line 93 | Col 5
"D, Part II: Apportionment - Hospital",9400,,D_2_HOS_C5_94,Hospital | Line 94 | Col 5
"D, Part II: Apportionment - Hospital",9500,,D_2_HOS_C5_95,Hospital | Line 95 | Col 5
"D, Part II: Apportionment - Hospital",9600,,D_2_HOS_C5_96,Hospital | Line 96 | Col 5
"D, Part II: Apportionment - Hospital",9700,,D_2_HOS_C5_97,Hospital | Line 97 | Col 5
"D, Part II: Apportionment - Hospital",9800,,D_2_HOS_C5_98,Hospital | Line 98 | Col 5
"D, Part II: Apportionment - Hospital",20000,Total Salaries,D_2_HOS_C5_200,Hospital | Line 200 | Col 5
"D, Part II: Apportionment - IPF",5000,,D_2_IPF_C5_50,Inpatient Psychiatric Facility | Line 50 | Col 5
"D, Part II: Apportionment - IPF",5100,,D_2_IPF_C5_51,Inpatient Psychiatric Facility | Line 51 | Col 5
"D, Part II: Apportionment - IPF",5200,,D_2_IPF_C5_52,Inpatient Psychiatric Facility | Line 52 | Col 5
"D, Part II: Apportionment - IPF",5300,,D_2_IPF_C5_53,Inpatient Psychiatric Facility | Line 53 | Col 5
"D, Part II: Apportionment - IPF",5400,,D_2_IPF_C5_54,Inpatient Psychiatric Facility | Line 54 | Col 5
"D, Part II: Apportionment - IPF",5500,,D_2_IPF_C5_55,Inpatient Psychiatric Facility | Line 55 | Col 5
"D, Part II: Apportionment - IPF",5600,,D_2_IPF_C5_56,Inpatient Psychiatric Facility | Line 56 | Col 5
"D, Part II: Apportionment - IPF",5700,,D_2_IPF_C5_57,Inpatient Psychiatric Facility | Line 57 | Col 5
"D, Part II: Apportionment - IPF",5800,,D_2_IPF_C5_58,Inpatient Psychiatric Facility | Line 58 | Col 5
"D, Part II: Apportionment - IPF",5900,,D_2_IPF_C5_59,Inpatient Psychiatric Facility | Line 59 | Col 5
"D, Part II: Apportionment - IPF",6000,,D_2_IPF_C5_60,Inpatient Psychiatric Facility | Line 60 | Col 5
"D, Part II: Apportionment - IPF",6100,,D_2_IPF_C5_61,Inpatient Psychiatric Facility | Line 61 | Col 5
"D, Part II: Apportionment - IPF",6200,,D_2_IPF_C5_62,Inpatient Psychiatric Facility | Line 62 | Col 5
"D, Part II: Apportionment - IPF",6250,,D_2_IPF_C5_6250,Inpatient Psychiatric Facility | Line 62.50 | Col 5
"D, Part II: Apportionment - IPF",6300,,D_2_IPF_C5_63,Inpatient Psychiatric Facility | Line 63 | Col 5
"D, Part II: Apportionment - IPF",6400,,D_2_IPF_C5_64,Inpatient Psychiatric Facility | Line 64 | Col 5
"D, Part II: Apportionment - IPF",6500,,D_2_IPF_C5_65,Inpatient Psychiatric Facility | Line 65 | Col 5
"D, Part II: Apportionment - IPF",6600,,D_2_IPF_C5_66,Inpatient Psychiatric Facility | Line 66 | Col 5
"D, Part II: Apportionment - IPF",6700,,D_2_IPF_C5_67,Inpatient Psychiatric Facility | Line 67 | Col 5
"D, Part II: Apportionment - IPF",6800,,D_2_IPF_C5_68,Inpatient Psychiatric Facility | Line 68 | Col 5
"D, Part II: Apportionment - IPF",6900,,D_2_IPF_C5_69,Inpatient Psychiatric Facility | Line 69 | Col 5
"D, Part II: Apportionment - IPF",7000,,D_2_IPF_C5_70,Inpatient Psychiatric Facility | Line 70 | Col 5
"D, Part II: Apportionment - IPF",7100,,D_2_IPF_C5_71,Inpatient Psychiatric Facility | Line 71 | Col 5
"D, Part II: Apportionment - IPF",7200,,D_2_IPF_C5_72,Inpatient Psychiatric Facility | Line 72 | Col 5
"D, Part II: Apportionment - IPF",7300,,D_2_IPF_C5_73,Inpatient Psychiatric Facility | Line 73 | Col 5
"D, Part II: Apportionment - IPF",7400,,D_2_IPF_C5_74,Inpatient Psychiatric Facility | Line 74 | Col 5
"D, Part II: Apportionment - IPF",7500,,D_2_IPF_C5_75,Inpatient Psychiatric Facility | Line 75 | Col 5
"D, Part II: Apportionment - IPF",7600,,D_2_IPF_C5_76,Inpatient Psychiatric Facility | Line 76 | Col 5
"D, Part II: Apportionment - IPF",8800,,D_2_IPF_C5_88,Inpatient Psychiatric Facility | Line 88 | Col 5
"D, Part II: Apportionment - IPF",8900,,D_2_IPF_C5_89,Inpatient Psychiatric Facility | Line 89 | Col 5
"D, Part II: Apportionment - IPF",9000,,D_2_IPF_C5_90,Inpatient Psychiatric Facility | Line 90 | Col 5
"D, Part II: Apportionment - IPF",9100,,D_2_IPF_C5_91,Inpatient Psychiatric Facility | Line 91 | Col 5
"D, Part II: Apportionment - IPF",9200,,D_2_IPF_C5_92,Inpatient Psychiatric Facility | Line 92 | Col 5
"D, Part II: Apportionment - IPF",9201,,D_2_IPF_C5_9201,Inpatient Psychiatric Facility | Line 92.01 | Col 5
"D, Part II: Apportionment - IPF",9300,,D_2_IPF_C5_93,Inpatient Psychiatric Facility | Line 93 | Col 5
"D, Part II: Apportionment - IPF",9400,,D_2_IPF_C5_94,Inpatient Psychiatric Facility | Line 94 | Col 5
"D, Part II: Apportionment - IPF",9500,,D_2_IPF_C5_95,Inpatient Psychiatric Facility | Line 95 | Col 5
"D, Part II: Apportionment - IPF",9600,,D_2_IPF_C5_96,Inpatient Psychiatric Facility | Line 96 | Col 5
"D, Part II: Apportionment - IPF",9700,,D_2_IPF_C5_97,Inpatient Psychiatric Facility | Line 97 | Col 5
"D, Part II: Apportionment - IPF",9800,,D_2_IPF_C5_98,Inpatient Psychiatric Facility | Line 98 | Col 5
"D, Part II: Apportionment - IPF",20000,Total Salaries,D_2_IPF_C5_200,Inpatient Psychiatric Facility | Line 200 | Col 5
"D, Part II: Apportionment - IRF",5000,,D_2_IRF_C5_50,Inpatient Rehabilitation Facility | Line 50 | Col 5
"D, Part II: Apportionment - IRF",5100,,D_2_IRF_C5_51,Inpatient Rehabilitation Facility | Line 51 | Col 5
"D, Part II: Apportionment - IRF",5200,,D_2_IRF_C5_52,Inpatient Rehabilitation Facility | Line 52 | Col 5
"D, Part II: Apportionment - IRF",5300,,D_2_IRF_C5_53,Inpatient Rehabilitation Facility | Line 53 | Col 5
"D, Part II: Apportionment - IRF",5400,,D_2_IRF_C5_54,Inpatient Rehabilitation Facility | Line 54 | Col 5
"D, Part II: Apportionment - IRF",5500,,D_2_IRF_C5_55,Inpatient Rehabilitation Facility | Line 55 | Col 5
"D, Part II: Apportionment - IRF",5600,,D_2_IRF_C5_56,Inpatient Rehabilitation Facility | Line 56 | Col 5
"D, Part II: Apportionment - IRF",5700,,D_2_IRF_C5_57,Inpatient Rehabilitation Facility | Line 57 | Col 5
"D, Part II: Apportionment - IRF",5800,,D_2_IRF_C5_58,Inpatient Rehabilitation Facility | Line 58 | Col 5
"D, Part II: Apportionment - IRF",5900,,D_2_IRF_C5_59,Inpatient Rehabilitation Facility | Line 59 | Col 5
"D, Part II: Apportionment - IRF",6000,,D_2_IRF_C5_60,Inpatient Rehabilitation Facility | Line 60 | Col 5
"D, Part II: Apportionment - IRF",6100,,D_2_IRF_C5_61,Inpatient Rehabilitation Facility | Line 61 | Col 5
"D, Part II: Apportionment - IRF",6200,,D_2_IRF_C5_62,Inpatient Rehabilitation Facility | Line 62 | Col 5
"D, Part II: Apportionment - IRF",6250,,D_2_IRF_C5_6250,Inpatient Rehabilitation Facility | Line 62.50 | Col 5
"D, Part II: Apportionment - IRF",6300,,D_2_IRF_C5_63,Inpatient Rehabilitation Facility | Line 63 | Col 5
"D, Part II: Apportionment - IRF",6400,,D_2_IRF_C5_64,Inpatient Rehabilitation Facility | Line 64 | Col 5
"D, Part II: Apportionment - IRF",6500,,D_2_IRF_C5_65,Inpatient Rehabilitation Facility | Line 65 | Col 5
"D, Part II: Apportionment - IRF",6600,,D_2_IRF_C5_66,Inpatient Rehabilitation Facility | Line 66 | Col 5
"D, Part II: Apportionment - IRF",6700,,D_2_IRF_C5_67,Inpatient Rehabilitation Facility | Line 67 | Col 5
"D, Part II: Apportionment - IRF",6800,,D_2_IRF_C5_68,Inpatient Rehabilitation Facility | Line 68 | Col 5
"D, Part II: Apportionment - IRF",6900,,D_2_IRF_C5_69,Inpatient Rehabilitation Facility | Line 69 | Col 5
"D, Part II: Apportionment - IRF",7000,,D_2_IRF_C5_70,Inpatient Rehabilitation Facility | Line 70 | Col 5
"D, Part II: Apportionment - IRF",7100,,D_2_IRF_C5_71,Inpatient Rehabilitation Facility | Line 71 | Col 5
"D, Part II: Apportionment - IRF",7200,,D_2_IRF_C5_72,Inpatient Rehabilitation Facility | Line 72 | Col 5
"D, Part II: Apportionment - IRF",7300,,D_2_IRF_C5_73,Inpatient Rehabilitation Facility | Line 73 | Col 5
"D, Part II: Apportionment - IRF",7400,,D_2_IRF_C5_74,Inpatient Rehabilitation Facility | Line 74 | Col 5
"D, Part II: Apportionment - IRF",7500,,D_2_IRF_C5_75,Inpatient Rehabilitation Facility | Line 75 | Col 5
"D, Part II: Apportionment - IRF",7600,,D_2_IRF_C5_76,Inpatient Rehabilitation Facility | Line 76 | Col 5
"D, Part II: Apportionment - IRF",8800,,D_2_IRF_C5_88,Inpatient Rehabilitation Facility | Line 88 | Col 5
"D, Part II: Apportionment - IRF",8900,,D_2_IRF_C5_89,Inpatient Rehabilitation Facility | Line 89 | Col 5
"D, Part II: Apportionment - IRF",9000,,D_2_IRF_C5_90,Inpatient Rehabilitation Facility | Line 90 | Col 5
"D, Part II: Apportionment - IRF",9100,,D_2_IRF_C5_91,Inpatient Rehabilitation Facility | Line 91 | Col 5
"D, Part II: Apportionment - IRF",9200,,D_2_IRF_C5_92,Inpatient Rehabilitation Facility | Line 92 | Col 5
"D, Part II: Apportionment - IRF",9201,,D_2_IRF_C5_9201,Inpatient Rehabilitation Facility | Line 92.01 | Col 5
"D, Part II: Apportionment - IRF",9300,,D_2_IRF_C5_93,Inpatient Rehabilitation Facility | Line 93 | Col 5
"D, Part II: Apportionment - IRF",9400,,D_2_IRF_C5_94,Inpatient Rehabilitation Facility | Line 94 | Col 5
"D, Part II: Apportionment - IRF",9500,,D_2_IRF_C5_95,Inpatient Rehabilitation Facility | Line 95 | Col 5
"D, Part II: Apportionment - IRF",9600,,D_2_IRF_C5_96,Inpatient Rehabilitation Facility | Line 96 | Col 5
"D, Part II: Apportionment - IRF",9700,,D_2_IRF_C5_97,Inpatient Rehabilitation Facility | Line 97 | Col 5
"D, Part II: Apportionment - IRF",9800,,D_2_IRF_C5_98,Inpatient Rehabilitation Facility | Line 98 | Col 5
"D, Part II: Apportionment - IRF",20000,Total Salaries,D_2_IRF_C5_200,Inpatient Rehabilitation Facility | Line 200 | Col 5
"D, Part II: Apportionment - Subprovider 1",5000,,D_2_SUB1_C5_50,Subprovider 1 | Line 50 | Col 5
"D, Part II: Apportionment - Subprovider 1",5100,,D_2_SUB1_C5_51,Subprovider 1 | Line 51 | Col 5
"D, Part II: Apportionment - Subprovider 1",5200,,D_2_SUB1_C5_52,Subprovider 1 | Line 52 | Col 5
"D, Part II: Apportionment - Subprovider 1",5300,,D_2_SUB1_C5_53,Subprovider 1 | Line 53 | Col 5
"D, Part II: Apportionment - Subprovider 1",5400,,D_2_SUB1_C5_54,Subprovider 1 | Line 54 | Col 5
"D, Part II: Apportionment - Subprovider 1",5500,,D_2_SUB1_C5_55,Subprovider 1 | Line 55 | Col 5
"D, Part II: Apportionment - Subprovider 1",5600,,D_2_SUB1_C5_56,Subprovider 1 | Line 56 | Col 5
"D, Part II: Apportionment - Subprovider 1",5700,,D_2_SUB1_C5_57,Subprovider 1 | Line 57 | Col 5
"D, Part II: Apportionment - Subprovider 1",5800,,D_2_SUB1_C5_58,Subprovider 1 | Line 58 | Col 5
"D, Part II: Apportionment - Subprovider 1",5900,,D_2_SUB1_C5_59,Subprovider 1 | Line 59 | Col 5
"D, Part II: Apportionment - Subprovider 1",6000,,D_2_SUB1_C5_60,Subprovider 1 | Line 60 | Col 5
"D, Part II: Apportionment - Subprovider 1",6100,,D_2_SUB1_C5_61,Subprovider 1 | Line 61 | Col 5
"D, Part II: Apportionment - Subprovider 1",6200,,D_2_SUB1_C5_62,Subprovider 1 | Line 62 | Col 5
"D, Part II: Apportionment - Subprovider 1",6250,,D_2_SUB1_C5_6250,Subprovider 1 | Line 62.50 | Col 5
"D, Part II: Apportionment - Subprovider 1",6300,,D_2_SUB1_C5_63,Subprovider 1 | Line 63 | Col 5
"D, Part II: Apportionment - Subprovider 1",6400,,D_2_SUB1_C5_64,Subprovider 1 | Line 64 | Col 5
"D, Part II: Apportionment - Subprovider 1",6500,,D_2_SUB1_C5_65,Subprovider 1 | Line 65 | Col 5
"D, Part II: Apportionment - Subprovider 1",6600,,D_2_SUB1_C5_66,Subprovider 1 | Line 66 | Col 5
"D, Part II: Apportionment - Subprovider 1",6700,,D_2_SUB1_C5_67,Subprovider 1 | Line 67 | Col 5
"D, Part II: Apportionment - Subprovider 1",6800,,D_2_SUB1_C5_68,Subprovider 1 | Line 68 | Col 5
"D, Part II: Apportionment - Subprovider 1",6900,,D_2_SUB1_C5_69,Subprovider 1 | Line 69 | Col 5
"D, Part II: Apportionment - Subprovider 1",7000,,D_2_SUB1_C5_70,Subprovider 1 | Line 70 | Col 5
"D, Part II: Apportionment - Subprovider 1",7100,,D_2_SUB1_C5_71,Subprovider 1 | Line 71 | Col 5
"D, Part II: Apportionment - Subprovider 1",7200,,D_2_SUB1_C5_72,Subprovider 1 | Line 72 | Col 5
"D, Part II: Apportionment - Subprovider 1",7300,,D_2_SUB1_C5_73,Subprovider 1 | Line 73 | Col 5
"D, Part II: Apportionment - Subprovider 1",7400,,D_2_SUB1_C5_74,Subprovider 1 | Line 74 | Col 5
"D, Part II: Apportionment - Subprovider 1",7500,,D_2_SUB1_C5_75,Subprovider 1 | Line 75 | Col 5
"D, Part II: Apportionment - Subprovider 1",7600,,D_2_SUB1_C5_76,Subprovider 1 | Line 76 | Col 5
"D, Part II: Apportionment - Subprovider 1",8800,,D_2_SUB1_C5_88,Subprovider 1 | Line 88 | Col 5
"D, Part II: Apportionment - Subprovider 1",8900,,D_2_SUB1_C5_89,Subprovider 1 | Line 89 | Col 5
"D, Part II: Apportionment - Subprovider 1",9000,,D_2_SUB1_C5_90,Subprovider 1 | Line 90 | Col 5
"D, Part II: Apportionment - Subprovider 1",9100,,D_2_SUB1_C5_91,Subprovider 1 | Line 91 | Col 5
"D, Part II: Apportionment - Subprovider 1",9200,,D_2_SUB1_C5_92,Subprovider 1 | Line 92 | Col 5
"D, Part II: Apportionment - Subprovider 1",9201,,D_2_SUB1_C5_9201,Subprovider 1 | Line 92.01 | Col 5
"D, Part II: Apportionment - Subprovider 1",9300,,D_2_SUB1_C5_93,Subprovider 1 | Line 93 | Col 5
"D, Part II: Apportionment - Subprovider 1",9400,,D_2_SUB1_C5_94,Subprovider 1 | Line 94 | Col 5
"D, Part II: Apportionment - Subprovider 1",9500,,D_2_SUB1_C5_95,Subprovider 1 | Line 95 | Col 5
"D, Part II: Apportionment - Subprovider 1",9600,,D_2_SUB1_C5_96,Subprovider 1 | Line 96 | Col 5
"D, Part II: Apportionment - Subprovider 1",9700,,D_2_SUB1_C5_97,Subprovider 1 | Line 97 | Col 5
"D, Part II: Apportionment - Subprovider 1",9800,,D_2_SUB1_C5_98,Subprovider 1 | Line 98 | Col 5
"D, Part II: Apportionment - Subprovider 1",20000,Total Salaries,D_2_SUB1_C5_200,Subprovider 1 | Line 200 | Col 5
"D, Part II: Apportionment - Subprovider 2",5000,,D_2_SUB2_C5_50,Subprovider 2 | Line 50 | Col 5
"D, Part II: Apportionment - Subprovider 2",5100,,D_2_SUB2_C5_51,Subprovider 2 | Line 51 | Col 5
"D, Part II: Apportionment - Subprovider 2",5200,,D_2_SUB2_C5_52,Subprovider 2 | Line 52 | Col 5
"D, Part II: Apportionment - Subprovider 2",5300,,D_2_SUB2_C5_53,Subprovider 2 | Line 53 | Col 5
"D, Part II: Apportionment - Subprovider 2",5400,,D_2_SUB2_C5_54,Subprovider 2 | Line 54 | Col 5
"D, Part II: Apportionment - Subprovider 2",5500,,D_2_SUB2_C5_55,Subprovider 2 | Line 55 | Col 5
"D, Part II: Apportionment - Subprovider 2",5600,,D_2_SUB2_C5_56,Subprovider 2 | Line 56 | Col 5
"D, Part II: Apportionment - Subprovider 2",5700,,D_2_SUB2_C5_57,Subprovider 2 | Line 57 | Col 5
"D, Part II: Apportionment - Subprovider 2",5800,,D_2_SUB2_C5_58,Subprovider 2 | Line 58 | Col 5
"D, Part II: Apportionment - Subprovider 2",5900,,D_2_SUB2_C5_59,Subprovider 2 | Line 59 | Col 5
"D, Part II: Apportionment - Subprovider 2",6000,,D_2_SUB2_C5_60,Subprovider 2 | Line 60 | Col 5
"D, Part II: Apportionment - Subprovider 2",6100,,D_2_SUB2_C5_61,Subprovider 2 | Line 61 | Col 5
"D, Part II: Apportionment - Subprovider 2",6200,,D_2_SUB2_C5_62,Subprovider 2 | Line 62 | Col 5
"D, Part II: Apportionment - Subprovider 2",6250,,D_2_SUB2_C5_6250,Subprovider 2 | Line 62.50 | Col 5
"D, Part II: Apportionment - Subprovider 2",6300,,D_2_SUB2_C5_63,Subprovider 2 | Line 63 | Col 5
"D, Part II: Apportionment - Subprovider 2",6400,,D_2_SUB2_C5_64,Subprovider 2 | Line 64 | Col 5
"D, Part II: Apportionment - Subprovider 2",6500,,D_2_SUB2_C5_65,Subprovider 2 | Line 65 | Col 5
"D, Part II: Apportionment - Subprovider 2",6600,,D_2_SUB2_C5_66,Subprovider 2 | Line 66 | Col 5
"D, Part II: Apportionment - Subprovider 2",6700,,D_2_SUB2_C5_67,Subprovider 2 | Line 67 | Col 5
"D, Part II: Apportionment - Subprovider 2",6800,,D_2_SUB2_C5_68,Subprovider 2 | Line 68 | Col 5
"D, Part II: Apportionment - Subprovider 2",6900,,D_2_SUB2_C5_69,Subprovider 2 | Line 69 | Col 5
"D, Part II: Apportionment - Subprovider 2",7000,,D_2_SUB2_C5_70,Subprovider 2 | Line 70 | Col 5
"D, Part II: Apportionment - Subprovider 2",7100,,D_2_SUB2_C5_71,Subprovider 2 | Line 71 | Col 5
"D, Part II: Apportionment - Subprovider 2",7200,,D_2_SUB2_C5_72,Subprovider 2 | Line 72 | Col 5
"D, Part II: Apportionment - Subprovider 2",7300,,D_2_SUB2_C5_73,Subprovider 2 | Line 73 | Col 5
"D, Part II: Apportionment - Subprovider 2",7400,,D_2_SUB2_C5_74,Subprovider 2 | Line 74 | Col 5
"D, Part II: Apportionment - Subprovider 2",7500,,D_2_SUB2_C5_75,Subprovider 2 | Line 75 | Col 5
"D, Part II: Apportionment - Subprovider 2",7600,,D_2_SUB2_C5_76,Subprovider 2 | Line 76 | Col 5
"D, Part II: Apportionment - Subprovider 2",8800,,D_2_SUB2_C5_88,Subprovider 2 | Line 88 | Col 5
"D, Part II: Apportionment - Subprovider 2",8900,,D_2_SUB2_C5_89,Subprovider 2 | Line 89 | Col 5
"D, Part II: Apportionment - Subprovider 2",9000,,D_2_SUB2_C5_90,Subprovider 2 | Line 90 | Col 5
"D, Part II: Apportionment - Subprovider 2",9100,,D_2_SUB2_C5_91,Subprovider 2 | Line 91 | Col 5
"D, Part II: Apportionment - Subprovider 2",9200,,D_2_SUB2_C5_92,Subprovider 2 | Line 92 | Col 5
"D, Part II: Apportionment - Subprovider 2",9201,,D_2_SUB2_C5_9201,Subprovider 2 | Line 92.01 | Col 5
"D, Part II: Apportionment - Subprovider 2",9300,,D_2_SUB2_C5_93,Subprovider 2 | Line 93 | Col 5
"D, Part II: Apportionment - Subprovider 2",9400,,D_2_SUB2_C5_94,Subprovider 2 | Line 94 | Col 5
"D, Part II: Apportionment - Subprovider 2",9500,,D_2_SUB2_C5_95,Subprovider 2 | Line 95 | Col 5
"D, Part II: Apportionment - Subprovider 2",9600,,D_2_SUB2_C5_96,Subprovider 2 | Line 96 | Col 5
"D, Part II: Apportionment - Subprovider 2",9700,,D_2_SUB2_C5_97,Subprovider 2 | Line 97 | Col 5
"D, Part II: Apportionment - Subprovider 2",9800,,D_2_SUB2_C5_98,Subprovider 2 | Line 98 | Col 5
"D, Part II: Apportionment - Subprovider 2",20000,Total Salaries,D_2_SUB2_C5_200,Subprovider 2 | Line 200 | Col 5
D-3: Apportionment - Hospital,7700,,D3_HOS_C1_77,Hospital | Line 77 | Col 1
D-3: Apportionment - Hospital,20100,Negative Cost Centers,D3_HOS_C2_201,Hospital | Line 2.01 | Col 2
D-3: Apportionment - Hospital,20200,Total,D3_HOS_C2_202,Hospital | Line 2.02 | Col 2
D-3: Apportionment - SNF,20100,Negative Cost Centers,D3_SNF_C2_201,Skilled Nursing Facility | Line 2.01 | Col 2
"E, Part A: Settlement - Hospital",100,,E_A_HOS_C101_1,Hospital | Line 1 | Col 101
"E, Part A: Settlement - Hospital",101,,E_A_HOS_C101_101,Hospital | Line 1.01 | Col 101
"E, Part A: Settlement - Hospital",102,,E_A_HOS_C101_102,Hospital | Line 1.02 | Col 101
"E, Part A: Settlement - Hospital",200,,E_A_HOS_C101_2,Hospital | Line 2 | Col 101
"E, Part A: Settlement - Hospital",201,,E_A_HOS_C101_201,Hospital | Line 2.01 | Col 101
"E, Part A: Settlement - Hospital",202,,E_A_HOS_C101_202,Hospital | Line 2.02 | Col 101
"E, Part A: Settlement - Hospital",300,,E_A_HOS_C101_3,Hospital | Line 3 | Col 101
"E, Part A: Settlement - Hospital",400,,E_A_HOS_C1_4,Hospital | Line 4 | Col 1
"E, Part A: Settlement - Hospital",500,,E_A_HOS_C1_5,Hospital | Line 5 | Col 1
"E, Part A: Settlement - Hospital",600,,E_A_HOS_C1_6,Hospital | Line 6 | Col 1
"E, Part A: Settlement - Hospital",700,,E_A_HOS_C1_7,Hospital | Line 7 | Col 1
"E, Part A: Settlement - Hospital",701,,E_A_HOS_C1_701,Hospital | Line 7.01 | Col 1
"E, Part A: Settlement - Hospital",800,,E_A_HOS_C1_8,Hospital | Line 8 | Col 1
"E, Part A: Settlement - Hospital",801,,E_A_HOS_C1_801,Hospital | Line 8.01 | Col 1
"E, Part A: Settlement - Hospital",802,,E_A_HOS_C1_802,Hospital | Line 8.02 | Col 1
"E, Part A: Settlement - Hospital",900,,E_A_HOS_C1_9,Hospital | Line 9 | Col 1
"E, Part A: Settlement - Hospital",1000,,E_A_HOS_C1_10,Hospital | Line 10 | Col 1
"E, Part A: Settlement - Hospital",1100,,E_A_HOS_C1_11,Hospital | Line 11 | Col 1
"E, Part A: Settlement - Hospital",1200,,E_A_HOS_C1_12,Hospital | Line 12 | Col 1
"E, Part A: Settlement - Hospital",1300,,E_A_HOS_C1_13,Hospital | Line 13 | Col 1
"E, Part A: Settlement - Hospital",1400,,E_A_HOS_C1_14,Hospital | Line 14 | Col 1
"E, Part A: Settlement - Hospital",1500,,E_A_HOS_C1_15,Hospital | Line 15 | Col 1
"E, Part A: Settlement - Hospital",1600,,E_A_HOS_C1_16,Hospital | Line 16 | Col 1
"E, Part A: Settlement - Hospital",1700,,E_A_HOS_C1_17,Hospital | Line 17 | Col 1
"E, Part A: Settlement - Hospital",1800,,E_A_HOS_C1_18,Hospital | Line 18 | Col 1
