sas_column,description,data_type,worksheet_code,worksheet_name,line_num,column_num,column_header,category,subcategory
S2_1_C1_134,"If an Organ Procurement Organization, enter the OPO number",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",13400,00100,General Information,nan,nan
S2_1_C2_134,OPO Term Date,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",13400,00200,Provider Number / Address,nan,nan
S2_1_C3_140,FI/Contractor's Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14000,00300,MSA / Payment System,nan,nan
S5_C2_21,Initial Physician Payment Method (Y/N),ALPHANUMERIC,S500000,S500000,02100,00200,RENAL STATISTICAL DATA,RENAL STATISTICAL DATA,nan
S10_1_C1_3,Line 3 | Col 1,UNKNOWN,,,3,1,,nan,nan
S10_1_C1_24,Line 24 | Col 1,UNKNOWN,,,24,1,,nan,nan
S10_2_C1_24,Line 24 | Col 1,UNKNOWN,,,24,1,,nan,nan
S2_1_C1_1,Hospital Street Address,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00100,00100,General Information,nan,nan
S2_1_C1_2,Hospital City,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00200,00100,General Information,nan,nan
S2_1_C2_2,Hospital State,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00200,00200,Provider Number / Address,nan,nan
S2_1_C3_2,Hospital Zip Code,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00200,00300,MSA / Payment System,nan,nan
S2_1_C4_2,Hospital County,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00200,00400,Hospital Type / Provider Type,nan,nan
S2_1_C1_3,Hospital Name,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00300,00100,General Information,nan,nan
S2_1_C3_3,Provider's actual MSA or CBSA,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00300,00300,MSA / Payment System,nan,nan
S2_1_C7_3,Hospital Title 18 Payment System (P/T/O),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00300,00700,Provider Number (Swing Bed),nan,nan
S2_1_C2_7,Swing Bed SNF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00700,00200,Provider Number / Address,nan,nan
S2_1_C1_21,Type of Control of Hospital (See Table I),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",02100,00100,General Information,nan,nan
S2_1_C1_22,"Does the facility qualify and is it receiving payments for 
disproportionate share? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",02200,00100,General Information,nan,nan
S2_1_C2_22,Line 22 | Col 2,UNKNOWN,,,22,2,,nan,nan
S2_1_C1_47,"Is this a New Hospital under
42 CFR 412.300 PPS capital
(Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",04700,00100,General Information,nan,nan
S2_1_C2_47,Line 47 | Col 2,UNKNOWN,,,47,2,,nan,nan
S2_1_C1_48,Does the hospital elect a fully prospective payment method for capital costs? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",04800,00100,General Information,nan,nan
S2_1_C2_48,Line 48 | Col 2,UNKNOWN,,,48,2,,nan,nan
S2_1_C1_56,"Is this a teaching hospital or
affiliated with a teaching hospital? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",05600,00100,General Information,nan,nan
S2_1_C1_60,or allied health costs?,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",06000,00100,General Information,nan,nan
S2_1_C1_85,Is this a New Hospital under 42 CFR 413.40(f)(1)(I) (TEFRA)? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",08500,00100,General Information,nan,nan
S2_1_C1_93,Does the facility operate an ICF/MR facility for purposes of Title XIX? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",09300,00100,General Information,nan,nan
S2_1_C1_105,Does the hospital qualify as RPCH/CAH? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",10500,00100,General Information,nan,nan
S2_1_C1_108,Is this a rural hospital qualifying for an exception to the certified registered nurse anesthetist the CRNA fee schedule? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",10800,00100,General Information,nan,nan
S2_1_C1_115,Is this hospital an All-Inclusive rate provider? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",11500,00100,General Information,nan,nan
S2_1_C1_116,Is this hospital classified as a referral center? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",11600,00100,General Information,nan,nan
S2_1_C1_125,"Does this facility operate 
transplant center? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",12500,00100,General Information,nan,nan
S2_1_C1_140,"Are there any related organization or how office costs as defined in HCFA Pub. 15-I, chapter 10? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14000,00100,General Information,nan,nan
S2_1_C1_144,Are provider based physicians' costs included in Worksheet A? (Y/N),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14400,00100,General Information,nan,nan
S2_1_C1_145,"If this Hospital is claiming cost for renal services on Worksheet A, are they inpatient services only? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14500,00100,General Information,nan,nan
S5_C1_21,MCP Physician Payment Method (Y/N),ALPHANUMERIC,S500000,S500000,02100,00100,RENAL STATISTICAL DATA,RENAL STATISTICAL DATA,nan
S10_1_C1_4,Line 4 | Col 1,UNKNOWN,,,4,1,,nan,nan
S2_1_C1_4,IPF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00400,00100,General Information,nan,nan
S2_1_C2_4,IPF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00400,00200,Provider Number / Address,nan,nan
S2_1_C2_8,Swing Bed NF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00800,00200,Provider Number / Address,nan,nan
S2_1_C2_9,SNF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00900,00200,Provider Number / Address,nan,nan
S2_1_C2_15,RHC 1 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01500,00200,Provider Number / Address,nan,nan
S2_1_C1_36,Beginning Date of SCH status,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",03600,00100,General Information,nan,nan
S2_1_C2_36,Ending Date of SCH status,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",03600,00200,Provider Number / Address,nan,nan
S2_1_C1_106,"If this facility qualifies as a RPCH/CAH, has it elected the all inclusive payment for outpatient service? (Y/N)",ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",10600,00100,General Information,nan,nan
S2_1_C1_107,Line 1.07 | Col 1,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",10700,00100,General Information,nan,nan
S2_1_C2_140,FI/Contractor's Name,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14000,00200,Provider Number / Address,nan,nan
S2_1_C1_141,Home Office Name,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14100,00100,General Information,nan,nan
S2_1_C1_142,Home Office Street,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14200,00100,General Information,nan,nan
S2_1_C1_143,City,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14300,00100,General Information,nan,nan
S2_1_C2_143,State,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14300,00200,Provider Number / Address,nan,nan
S2_1_C3_143,Zip Code,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14300,00300,MSA / Payment System,nan,nan
S2_1_C2_1,Hospital PO Box,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00100,00200,Provider Number / Address,nan,nan
S2_1_C2_1501,RHC 2 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01501,00200,Provider Number / Address,nan,nan
S2_1_C2_12,HHA 1 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01200,00200,Provider Number / Address,nan,nan
S2_1_C1_5,IRF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00500,00100,General Information,nan,nan
S2_1_C2_5,IRF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",00500,00200,Provider Number / Address,nan,nan
S2_1_C2_142,Home Office PO Box,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",14200,00200,Provider Number / Address,nan,nan
S2_1_C1_38,MDH status beginning date (MM/DD/YY),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",03800,00100,General Information,nan,nan
S2_1_C2_38,MDH status ending date (MM/DD/YY),ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",03800,00200,Provider Number / Address,nan,nan
S2_1_C2_18,Renal 1 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01800,00200,Provider Number / Address,nan,nan
S2_1_C2_1502,RHC 3 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01502,00200,Provider Number / Address,nan,nan
S2_1_C2_1503,RHC 4 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01503,00200,Provider Number / Address,nan,nan
S2_1_C2_1504,RHC 5 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01504,00200,Provider Number / Address,nan,nan
S2_1_C2_1505,RHC 6 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01505,00200,Provider Number / Address,nan,nan
S2_1_C2_1506,RHC 7 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01506,00200,Provider Number / Address,nan,nan
S2_1_C2_1507,RHC 8 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01507,00200,Provider Number / Address,nan,nan
S2_1_C2_1508,RHC 9 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01508,00200,Provider Number / Address,nan,nan
S2_1_C2_1509,RHC 10 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01509,00200,Provider Number / Address,nan,nan
S2_1_C2_1510,RHC 11 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01510,00200,Provider Number / Address,nan,nan
S2_1_C2_16,FQHC 1 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01600,00200,Provider Number / Address,nan,nan
S2_1_C2_1601,FQHC 2 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01601,00200,Provider Number / Address,nan,nan
S2_1_C2_14,Hospice 1 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01400,00200,Provider Number / Address,nan,nan
S2_1_C2_1802,Renal 3 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01802,00200,Provider Number / Address,nan,nan
S2_1_C2_1803,Renal 4 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01803,00200,Provider Number / Address,nan,nan
S2_1_C2_1511,RHC 12 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01511,00200,Provider Number / Address,nan,nan
S2_1_C2_1512,RHC 13 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01512,00200,Provider Number / Address,nan,nan
S2_1_C2_1513,RHC 14 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01513,00200,Provider Number / Address,nan,nan
S2_1_C2_1514,RHC 15 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01514,00200,Provider Number / Address,nan,nan
S2_1_C2_1515,RHC 16 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01515,00200,Provider Number / Address,nan,nan
S2_1_C2_1516,RHC 17 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01516,00200,Provider Number / Address,nan,nan
S2_1_C2_1517,RHC 18 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01517,00200,Provider Number / Address,nan,nan
S2_1_C2_1518,RHC 19 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01518,00200,Provider Number / Address,nan,nan
S2_1_C2_1519,RHC 20 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01519,00200,Provider Number / Address,nan,nan
S2_1_C2_1520,RHC 21 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01520,00200,Provider Number / Address,nan,nan
S2_1_C2_1521,RHC 22 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01521,00200,Provider Number / Address,nan,nan
S2_1_C2_1522,RHC 23 Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01522,00200,Provider Number / Address,nan,nan
S2_1_C2_10,NF Provider Number,ALPHANUMERIC,S200001,"S-2, Part I: Hospital Identification",01000,00200,Provider Number / Address,nan,nan
A_C1_112,Other Organ Acquisition,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_115,ASC (Distinct Part),ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11500,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_117,Other Special Purpose,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11700,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_12,Maintenance of Personnel,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,01200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_19,Nonphysician Anesthetists,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,01900,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_191,Research,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,19100,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_32,Coronary Care Unit,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,03200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_6250,Blood Clotting Factors for Hemoph.,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,06250,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_72,Impl. Dev. Charged to Patients,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,07200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_96,Durable Medical Equipment Rented,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09600,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_97,Durable Medical Equipment Sold,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09700,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_98,Other Reimbursable,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09800,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_99,CMHC,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09900,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_9910,CORF,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09910,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_9920,OPT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09920,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_9930,OOT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09930,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_9940,OSP,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09940,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_112,Other Organ Acquisition,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11200,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_115,ASC (Distinct Part),ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11500,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_117,Other Special Purpose,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11700,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_12,Maintenance of Personnel,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,01200,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_32,Coronary Care Unit,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,03200,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_6250,Blood Clotting Factors for Hemoph.,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,06250,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_97,Durable Medical Equipment Sold,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09700,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_98,Other Reimbursable,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09800,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_99,CMHC,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09900,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_9910,CORF,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09910,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_9920,OPT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09920,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_9930,OOT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09930,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_9940,OSP,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09940,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_112,Other Organ Acquisition,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11200,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_115,ASC (Distinct Part),ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11500,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_117,Other Special Purpose,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,11700,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_12,Maintenance of Personnel,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,01200,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_190,"Gift, Flower, Coffee Shop, Canteen",ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,19000,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_191,Research,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,19100,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_32,Coronary Care Unit,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,03200,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_34,Surgical Intensive Care Unit,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,03400,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_6250,Blood Clotting Factors for Hemoph.,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,06250,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_96,Durable Medical Equipment Rented,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09600,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_97,Durable Medical Equipment Sold,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09700,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_98,Other Reimbursable,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09800,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_99,CMHC,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09900,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_9910,CORF,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09910,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_9920,OPT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09920,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_9930,OOT,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09930,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_9940,OSP,ROLLUP,A000000,A: Reclassification & Adjustment of Trial Balance,09940,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
B_1_C0_112,Other Organ Acquisition,ROLLUP,B000001,"B, Part I: Cost Allocation - General",11200,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_115,ASC (Distinct Part),ROLLUP,B000001,"B, Part I: Cost Allocation - General",11500,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_117,Other Special Purpose,ROLLUP,B000001,"B, Part I: Cost Allocation - General",11700,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_12,Maintenance of Personnel,ROLLUP,B000001,"B, Part I: Cost Allocation - General",01200,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_32,Coronary Care Unit,ROLLUP,B000001,"B, Part I: Cost Allocation - General",03200,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_6250,Blood Clotting Factors for Hemoph.,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06250,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_97,Durable Medical Equipment Sold,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09700,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_98,Other Reimbursable,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09800,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_9910,CORF,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09910,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_9920,OPT,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09920,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_9930,OOT,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09930,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_9940,OSP,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09940,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C19_202,Total NonPhysican Anesthetist,ROLLUP,B000001,"B, Part I: Cost Allocation - General",20200,01900,Cap Rel Costs - Bldg & Fixtures,COST ALLOCATION,Total Costs
B_1_C20_202,Total Nursing School,ROLLUP,B000001,"B, Part I: Cost Allocation - General",20200,02000,Cap Rel Costs - Movable Equipment,COST ALLOCATION,Total Costs
B_1_C21_101,HHA,ROLLUP,B000001,"B, Part I: Cost Allocation - General",10100,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_112,Other Organ Acquisition,ROLLUP,B000001,"B, Part I: Cost Allocation - General",11200,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_115,ASC (Distinct Part),ROLLUP,B000001,"B, Part I: Cost Allocation - General",11500,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_116,Hospice,ROLLUP,B000001,"B, Part I: Cost Allocation - General",11600,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_117,Other Special Purpose,ROLLUP,B000001,"B, Part I: Cost Allocation - General",11700,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_190,"Gift, Flower, Coffee Shop, Canteen",ROLLUP,B000001,"B, Part I: Cost Allocation - General",19000,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_191,Research,ROLLUP,B000001,"B, Part I: Cost Allocation - General",19100,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_193,Nonpaid Workers,ROLLUP,B000001,"B, Part I: Cost Allocation - General",19300,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_201,Negative Cost Centers,ROLLUP,B000001,"B, Part I: Cost Allocation - General",20100,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_202,Total,ROLLUP,B000001,"B, Part I: Cost Allocation - General",20200,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_32,Coronary Care Unit,ROLLUP,B000001,"B, Part I: Cost Allocation - General",03200,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_33,Burn Intensive Care Unit,ROLLUP,B000001,"B, Part I: Cost Allocation - General",03300,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_34,Surgical Intensive Care Unit,ROLLUP,B000001,"B, Part I: Cost Allocation - General",03400,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_55,Radiology-Therapeutic,ROLLUP,B000001,"B, Part I: Cost Allocation - General",05500,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_57,CT Scan,ROLLUP,B000001,"B, Part I: Cost Allocation - General",05700,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_58,MRI,ROLLUP,B000001,"B, Part I: Cost Allocation - General",05800,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_62,Whole Blood & Packed Red Blood Cells,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06200,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_6250,Blood Clotting Factors for Hemoph.,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06250,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_63,"Blood Storing, Processing, Trans",ROLLUP,B000001,"B, Part I: Cost Allocation - General",06300,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_64,Intravenous Therapy,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06400,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
