sas_column,worksheet,worksheet_code,line_raw,line,col_raw,col,line_name,col_name,category,subcategory,data_type,status
rpt_rec_num,,,,,,,Report Record Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
prvdr_num,,,,,,,Hospital Provider Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_num,,,,,,,Fiscal Intermediary Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
rpt_stus_cd,,,,,,,Report Status Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_creat_dt,,,,,,,Fiscal Intermediary/MAC Create Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_bgn_dt,,,,,,,Fiscal Year Begin Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_end_dt,,,,,,,Fiscal Year End Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
util_cd,,,,,,,"Utilization Code (F=Full, L=Low Medicare)",,,,ID,ID_FIELD
trnsmtl_num,,,,,,,Transmittal Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
proc_dt,,,,,,,Processing Date,,,,ID,ID_FIELD
msa,,,,,,,Metropolitan Statistical Area Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
_NAME_,,,,,,,SAS Internal Row Identifier,,,,ID,ID_FIELD
D3_SNF_C2_42,D-3: Apportionment - SNF,D30E180,04200,42,00200,2,Subprovider I,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_42,D-3: Apportionment - SNF,D30E180,04200,42,00300,3,Subprovider I,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_4201,D-3: Apportionment - SNF,D30E180,04201,42.01,00200,2,Subprovider II,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_4201,D-3: Apportionment - SNF,D30E180,04201,42.01,00300,3,Subprovider II,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_43,D-3: Apportionment - SNF,D30E180,04300,43,00200,2,Nursery,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_43,D-3: Apportionment - SNF,D30E180,04300,43,00300,3,Nursery,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_44,D-3: Apportionment - SNF,D30E180,04400,44,00200,2,SNF,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_44,D-3: Apportionment - SNF,D30E180,04400,44,00300,3,SNF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_45,D-3: Apportionment - SNF,D30E180,04500,45,00200,2,NF,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_45,D-3: Apportionment - SNF,D30E180,04500,45,00300,3,NF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_4501,D-3: Apportionment - SNF,D30E180,04501,45.01,00200,2,ICF,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_4501,D-3: Apportionment - SNF,D30E180,04501,45.01,00300,3,ICF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_46,D-3: Apportionment - SNF,D30E180,04600,46,00200,2,OLTC,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_46,D-3: Apportionment - SNF,D30E180,04600,46,00300,3,OLTC,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_50,D-3: Apportionment - SNF,D30E180,05000,50,00200,2,Operating Room,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_50,D-3: Apportionment - SNF,D30E180,05000,50,00300,3,Operating Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_51,D-3: Apportionment - SNF,D30E180,05100,51,00200,2,Recovery Room,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_51,D-3: Apportionment - SNF,D30E180,05100,51,00300,3,Recovery Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_52,D-3: Apportionment - SNF,D30E180,05200,52,00200,2,Delivery Room and Labor Room,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_52,D-3: Apportionment - SNF,D30E180,05200,52,00300,3,Delivery Room and Labor Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_53,D-3: Apportionment - SNF,D30E180,05300,53,00200,2,Anesthesiology,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_53,D-3: Apportionment - SNF,D30E180,05300,53,00300,3,Anesthesiology,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_54,D-3: Apportionment - SNF,D30E180,05400,54,00200,2,Radiology-Diagnostic,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_54,D-3: Apportionment - SNF,D30E180,05400,54,00300,3,Radiology-Diagnostic,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_55,D-3: Apportionment - SNF,D30E180,05500,55,00200,2,Radiology-Therapeutic,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_55,D-3: Apportionment - SNF,D30E180,05500,55,00300,3,Radiology-Therapeutic,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_56,D-3: Apportionment - SNF,D30E180,05600,56,00200,2,Radioisotope,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_56,D-3: Apportionment - SNF,D30E180,05600,56,00300,3,Radioisotope,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_57,D-3: Apportionment - SNF,D30E180,05700,57,00200,2,CT Scan,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_57,D-3: Apportionment - SNF,D30E180,05700,57,00300,3,CT Scan,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_58,D-3: Apportionment - SNF,D30E180,05800,58,00200,2,MRI,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_58,D-3: Apportionment - SNF,D30E180,05800,58,00300,3,MRI,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_59,D-3: Apportionment - SNF,D30E180,05900,59,00200,2,Cardiac Catheterization,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_59,D-3: Apportionment - SNF,D30E180,05900,59,00300,3,Cardiac Catheterization,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_60,D-3: Apportionment - SNF,D30E180,06000,60,00200,2,Laboratory,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_60,D-3: Apportionment - SNF,D30E180,06000,60,00300,3,Laboratory,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_61,D-3: Apportionment - SNF,D30E180,06100,61,00200,2,PBP Clinical Lab Services Program Only,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_61,D-3: Apportionment - SNF,D30E180,06100,61,00300,3,PBP Clinical Lab Services Program Only,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_62,D-3: Apportionment - SNF,D30E180,06200,62,00200,2,Whole Blood & Packed Red Blood Cells,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_62,D-3: Apportionment - SNF,D30E180,06200,62,00300,3,Whole Blood & Packed Red Blood Cells,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_6250,D-3: Apportionment - SNF,D30E180,06250,62.50,00200,2,Blood Clotting Factors for Hemoph.,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_6250,D-3: Apportionment - SNF,D30E180,06250,62.50,00300,3,Blood Clotting Factors for Hemoph.,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_63,D-3: Apportionment - SNF,D30E180,06300,63,00200,2,"Blood Storing, Processing, Trans",Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_63,D-3: Apportionment - SNF,D30E180,06300,63,00300,3,"Blood Storing, Processing, Trans",Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_64,D-3: Apportionment - SNF,D30E180,06400,64,00200,2,Intravenous Therapy,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_64,D-3: Apportionment - SNF,D30E180,06400,64,00300,3,Intravenous Therapy,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_65,D-3: Apportionment - SNF,D30E180,06500,65,00200,2,Respiratory Therapy,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_65,D-3: Apportionment - SNF,D30E180,06500,65,00300,3,Respiratory Therapy,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_66,D-3: Apportionment - SNF,D30E180,06600,66,00200,2,Physical Therapy,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_66,D-3: Apportionment - SNF,D30E180,06600,66,00300,3,Physical Therapy,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_67,D-3: Apportionment - SNF,D30E180,06700,67,00200,2,Occupational Therapy,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_67,D-3: Apportionment - SNF,D30E180,06700,67,00300,3,Occupational Therapy,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_68,D-3: Apportionment - SNF,D30E180,06800,68,00200,2,Speech Pathology,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_68,D-3: Apportionment - SNF,D30E180,06800,68,00300,3,Speech Pathology,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_69,D-3: Apportionment - SNF,D30E180,06900,69,00200,2,Electrocardiology,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_69,D-3: Apportionment - SNF,D30E180,06900,69,00300,3,Electrocardiology,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_70,D-3: Apportionment - SNF,D30E180,07000,70,00200,2,Electroencephalography,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_70,D-3: Apportionment - SNF,D30E180,07000,70,00300,3,Electroencephalography,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_71,D-3: Apportionment - SNF,D30E180,07100,71,00200,2,Medical Supplies Charged to Patients,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_71,D-3: Apportionment - SNF,D30E180,07100,71,00300,3,Medical Supplies Charged to Patients,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_72,D-3: Apportionment - SNF,D30E180,07200,72,00200,2,Impl. Dev. Charged to Patients,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_72,D-3: Apportionment - SNF,D30E180,07200,72,00300,3,Impl. Dev. Charged to Patients,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_73,D-3: Apportionment - SNF,D30E180,07300,73,00200,2,Drugs Charged to Patients,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_73,D-3: Apportionment - SNF,D30E180,07300,73,00300,3,Drugs Charged to Patients,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_74,D-3: Apportionment - SNF,D30E180,07400,74,00200,2,Renal Dialysis,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_74,D-3: Apportionment - SNF,D30E180,07400,74,00300,3,Renal Dialysis,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_75,D-3: Apportionment - SNF,D30E180,07500,75,00200,2,ASC (Non Distinct Part),Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_75,D-3: Apportionment - SNF,D30E180,07500,75,00300,3,ASC (Non Distinct Part),Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_76,D-3: Apportionment - SNF,D30E180,07600,76,00200,2,Other Ancillary,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_76,D-3: Apportionment - SNF,D30E180,07600,76,00300,3,Other Ancillary,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_88,D-3: Apportionment - SNF,D30E180,08800,88,00200,2,RHC,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_88,D-3: Apportionment - SNF,D30E180,08800,88,00300,3,RHC,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_89,D-3: Apportionment - SNF,D30E180,08900,89,00200,2,FQHC,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_89,D-3: Apportionment - SNF,D30E180,08900,89,00300,3,FQHC,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_90,D-3: Apportionment - SNF,D30E180,09000,90,00200,2,Clinic,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_90,D-3: Apportionment - SNF,D30E180,09000,90,00300,3,Clinic,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_91,D-3: Apportionment - SNF,D30E180,09100,91,00200,2,Emergency,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_91,D-3: Apportionment - SNF,D30E180,09100,91,00300,3,Emergency,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_9201,D-3: Apportionment - SNF,D30E180,09201,92.01,00200,2,Observation Beds (Distinct Unit),Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_9201,D-3: Apportionment - SNF,D30E180,09201,92.01,00300,3,Observation Beds (Distinct Unit),Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_93,D-3: Apportionment - SNF,D30E180,09300,93,00200,2,Other Outpatient Services,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_93,D-3: Apportionment - SNF,D30E180,09300,93,00300,3,Other Outpatient Services,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_94,D-3: Apportionment - SNF,D30E180,09400,94,00200,2,Home Program Dialysis,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_94,D-3: Apportionment - SNF,D30E180,09400,94,00300,3,Home Program Dialysis,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_95,D-3: Apportionment - SNF,D30E180,09500,95,00200,2,Ambulance Services,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_95,D-3: Apportionment - SNF,D30E180,09500,95,00300,3,Ambulance Services,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_96,D-3: Apportionment - SNF,D30E180,09600,96,00200,2,Durable Medical Equipment Rented,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_96,D-3: Apportionment - SNF,D30E180,09600,96,00300,3,Durable Medical Equipment Rented,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_97,D-3: Apportionment - SNF,D30E180,09700,97,00200,2,Durable Medical Equipment Sold,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_97,D-3: Apportionment - SNF,D30E180,09700,97,00300,3,Durable Medical Equipment Sold,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_98,D-3: Apportionment - SNF,D30E180,09800,98,00200,2,Other Reimbursable,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C3_98,D-3: Apportionment - SNF,D30E180,09800,98,00300,3,Other Reimbursable,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SNF_C2_200,D-3: Apportionment - SNF,D30E180,20000,200,00200,2,TOTAL,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C3_200,D-3: Apportionment - SNF,D30E180,20000,200,00300,3,TOTAL,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_201,D-3: Apportionment - SNF,D30E180,20100,201,00200,2,Negative Cost Centers,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SNF_C2_202,D-3: Apportionment - SNF,D30E180,20200,202,00200,2,TOTAL,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_31,D-3: Apportionment - Subprovider 1,D31D180,03100,31,00300,3,Intensive Care Unit,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_32,D-3: Apportionment - Subprovider 1,D31D180,03200,32,00300,3,Coronary Care Unit,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_33,D-3: Apportionment - Subprovider 1,D31D180,03300,33,00300,3,Burn Intensive Care Unit,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_34,D-3: Apportionment - Subprovider 1,D31D180,03400,34,00300,3,Surgical Intensive Care Unit,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_35,D-3: Apportionment - Subprovider 1,D31D180,03500,35,00300,3,Other Special Care Unit,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_40,D-3: Apportionment - Subprovider 1,D31D180,04000,40,00300,3,Subprovider-SUB1,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_41,D-3: Apportionment - Subprovider 1,D31D180,04100,41,00300,3,Subprovider-SUB1,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_42,D-3: Apportionment - Subprovider 1,D31D180,04200,42,00300,3,Subprovider I,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_4201,D-3: Apportionment - Subprovider 1,D31D180,04201,42.01,00300,3,Subprovider II,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_43,D-3: Apportionment - Subprovider 1,D31D180,04300,43,00300,3,Nursery,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_44,D-3: Apportionment - Subprovider 1,D31D180,04400,44,00300,3,SNF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_45,D-3: Apportionment - Subprovider 1,D31D180,04500,45,00300,3,NF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_4501,D-3: Apportionment - Subprovider 1,D31D180,04501,45.01,00300,3,ICF,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_46,D-3: Apportionment - Subprovider 1,D31D180,04600,46,00300,3,OLTC,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_50,D-3: Apportionment - Subprovider 1,D31D180,05000,50,00300,3,Operating Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_51,D-3: Apportionment - Subprovider 1,D31D180,05100,51,00300,3,Recovery Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_52,D-3: Apportionment - Subprovider 1,D31D180,05200,52,00300,3,Delivery Room and Labor Room,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_53,D-3: Apportionment - Subprovider 1,D31D180,05300,53,00300,3,Anesthesiology,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_54,D-3: Apportionment - Subprovider 1,D31D180,05400,54,00300,3,Radiology-Diagnostic,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_55,D-3: Apportionment - Subprovider 1,D31D180,05500,55,00300,3,Radiology-Therapeutic,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_56,D-3: Apportionment - Subprovider 1,D31D180,05600,56,00300,3,Radioisotope,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_57,D-3: Apportionment - Subprovider 1,D31D180,05700,57,00300,3,CT Scan,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_58,D-3: Apportionment - Subprovider 1,D31D180,05800,58,00300,3,MRI,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_59,D-3: Apportionment - Subprovider 1,D31D180,05900,59,00300,3,Cardiac Catheterization,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_60,D-3: Apportionment - Subprovider 1,D31D180,06000,60,00300,3,Laboratory,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_61,D-3: Apportionment - Subprovider 1,D31D180,06100,61,00300,3,PBP Clinical Lab Services Program Only,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,NUMERIC,COMPLETE
D3_SUB1_C3_62,D-3: Apportionment - Subprovider 1,D31D180,06200,62,00300,3,Whole Blood & Packed Red Blood Cells,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
D3_SUB1_C3_6250,D-3: Apportionment - Subprovider 1,D31D180,06250,62.50,00300,3,Blood Clotting Factors for Hemoph.,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,ROLLUP,COMPLETE
