sas_column,worksheet,worksheet_code,line_raw,line,col_raw,col,line_name,col_name,category,subcategory,data_type,status
rpt_rec_num,,,,,,,Report Record Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
prvdr_num,,,,,,,Hospital Provider Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_num,,,,,,,Fiscal Intermediary Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
rpt_stus_cd,,,,,,,Report Status Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_creat_dt,,,,,,,Fiscal Intermediary/MAC Create Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_bgn_dt,,,,,,,Fiscal Year Begin Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_end_dt,,,,,,,Fiscal Year End Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
util_cd,,,,,,,"Utilization Code (F=Full, L=Low Medicare)",,,,ID,ID_FIELD
trnsmtl_num,,,,,,,Transmittal Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
proc_dt,,,,,,,Processing Date,,,,ID,ID_FIELD
msa,,,,,,,Metropolitan Statistical Area Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
_NAME_,,,,,,,SAS Internal Row Identifier,,,,ID,ID_FIELD
A8_C2_22,A-8: Adjustments to Expenses,A800000,02200,22,00200,2,Interest expense on Medicare Overpaymts,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_23,A-8: Adjustments to Expenses,A800000,02300,23,00200,2,Adj for Respiratory therapy costs in excess,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_24,A-8: Adjustments to Expenses,A800000,02400,24,00200,2,Adj for Physical therapy costs in excess,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_25,A-8: Adjustments to Expenses,A800000,02500,25,00200,2,Utilization Review-physicians compens,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_26,A-8: Adjustments to Expenses,A800000,02600,26,00200,2,Depreciation-New Bldgs & Fixtures,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_27,A-8: Adjustments to Expenses,A800000,02700,27,00200,2,Depreciation-New Movable Equipment,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_28,A-8: Adjustments to Expenses,A800000,02800,28,00200,2,Non-physician Anesthetist,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_29,A-8: Adjustments to Expenses,A800000,02900,29,00200,2,Physicians' Assistant,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_30,A-8: Adjustments to Expenses,A800000,03000,30,00200,2,Adj for Occupational therapy in excess of li,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_31,A-8: Adjustments to Expenses,A800000,03100,31,00200,2,Adj for Speech therapy in excess of lim,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A8_C2_33,A-8: Adjustments to Expenses,A800000,03300,33,00200,2,Other Adjustments (Summed),Reclassification,ADJUSTMENTS,,ROLLUP,COMPLETE
A8_C2_50,A-8: Adjustments to Expenses,A800000,05000,50,00200,2,Total,Reclassification,ADJUSTMENTS,,NUMERIC,COMPLETE
A_C2_1,A: Reclassification & Adjustment of Trial Balance,A000000,00100,1,00200,2,New Capital Buildings and Fixtures,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_1,A: Reclassification & Adjustment of Trial Balance,A000000,00100,1,00600,6,New Capital Buildings and Fixtures,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_2,A: Reclassification & Adjustment of Trial Balance,A000000,00200,2,00200,2,New Capital Equipment,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_2,A: Reclassification & Adjustment of Trial Balance,A000000,00200,2,00600,6,New Capital Equipment,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_3,A: Reclassification & Adjustment of Trial Balance,A000000,00300,3,00100,1,Other Capital,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_3,A: Reclassification & Adjustment of Trial Balance,A000000,00300,3,00200,2,Other Capital,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_3,A: Reclassification & Adjustment of Trial Balance,A000000,00300,3,00600,6,Other Capital,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_4,A: Reclassification & Adjustment of Trial Balance,A000000,00400,4,00100,1,Employee Benefits,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_4,A: Reclassification & Adjustment of Trial Balance,A000000,00400,4,00200,2,Employee Benefits,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_4,A: Reclassification & Adjustment of Trial Balance,A000000,00400,4,00600,6,Employee Benefits,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_5,A: Reclassification & Adjustment of Trial Balance,A000000,00500,5,00100,1,Administrative and General,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_5,A: Reclassification & Adjustment of Trial Balance,A000000,00500,5,00200,2,Administrative and General,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_5,A: Reclassification & Adjustment of Trial Balance,A000000,00500,5,00600,6,Administrative and General,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_6,A: Reclassification & Adjustment of Trial Balance,A000000,00600,6,00100,1,Maintenance and Repairs,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_6,A: Reclassification & Adjustment of Trial Balance,A000000,00600,6,00200,2,Maintenance and Repairs,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_6,A: Reclassification & Adjustment of Trial Balance,A000000,00600,6,00600,6,Maintenance and Repairs,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_7,A: Reclassification & Adjustment of Trial Balance,A000000,00700,7,00100,1,Operation of Plant,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_7,A: Reclassification & Adjustment of Trial Balance,A000000,00700,7,00200,2,Operation of Plant,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_7,A: Reclassification & Adjustment of Trial Balance,A000000,00700,7,00600,6,Operation of Plant,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_8,A: Reclassification & Adjustment of Trial Balance,A000000,00800,8,00100,1,Laundry and Linen Service,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_8,A: Reclassification & Adjustment of Trial Balance,A000000,00800,8,00200,2,Laundry and Linen Service,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_8,A: Reclassification & Adjustment of Trial Balance,A000000,00800,8,00600,6,Laundry and Linen Service,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_9,A: Reclassification & Adjustment of Trial Balance,A000000,00900,9,00100,1,Housekeeping,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_9,A: Reclassification & Adjustment of Trial Balance,A000000,00900,9,00200,2,Housekeeping,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_9,A: Reclassification & Adjustment of Trial Balance,A000000,00900,9,00600,6,Housekeeping,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_10,A: Reclassification & Adjustment of Trial Balance,A000000,01000,10,00100,1,Dietary,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_10,A: Reclassification & Adjustment of Trial Balance,A000000,01000,10,00200,2,Dietary,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_10,A: Reclassification & Adjustment of Trial Balance,A000000,01000,10,00600,6,Dietary,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_11,A: Reclassification & Adjustment of Trial Balance,A000000,01100,11,00100,1,Cafeteria,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_11,A: Reclassification & Adjustment of Trial Balance,A000000,01100,11,00200,2,Cafeteria,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_11,A: Reclassification & Adjustment of Trial Balance,A000000,01100,11,00600,6,Cafeteria,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_12,A: Reclassification & Adjustment of Trial Balance,A000000,01200,12,00100,1,Maintenance of Personnel,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_12,A: Reclassification & Adjustment of Trial Balance,A000000,01200,12,00200,2,Maintenance of Personnel,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_12,A: Reclassification & Adjustment of Trial Balance,A000000,01200,12,00600,6,Maintenance of Personnel,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_13,A: Reclassification & Adjustment of Trial Balance,A000000,01300,13,00100,1,Nursing Administration,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_13,A: Reclassification & Adjustment of Trial Balance,A000000,01300,13,00200,2,Nursing Administration,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_13,A: Reclassification & Adjustment of Trial Balance,A000000,01300,13,00600,6,Nursing Administration,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_14,A: Reclassification & Adjustment of Trial Balance,A000000,01400,14,00100,1,Central Services and Supply,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_14,A: Reclassification & Adjustment of Trial Balance,A000000,01400,14,00200,2,Central Services and Supply,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_14,A: Reclassification & Adjustment of Trial Balance,A000000,01400,14,00600,6,Central Services and Supply,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_15,A: Reclassification & Adjustment of Trial Balance,A000000,01500,15,00100,1,Pharmacy,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_15,A: Reclassification & Adjustment of Trial Balance,A000000,01500,15,00200,2,Pharmacy,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_15,A: Reclassification & Adjustment of Trial Balance,A000000,01500,15,00600,6,Pharmacy,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_16,A: Reclassification & Adjustment of Trial Balance,A000000,01600,16,00100,1,Medical Records and Medical Rec. Library,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_16,A: Reclassification & Adjustment of Trial Balance,A000000,01600,16,00200,2,Medical Records and Medical Rec. Library,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_16,A: Reclassification & Adjustment of Trial Balance,A000000,01600,16,00600,6,Medical Records and Medical Rec. Library,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_17,A: Reclassification & Adjustment of Trial Balance,A000000,01700,17,00100,1,Social Service,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_17,A: Reclassification & Adjustment of Trial Balance,A000000,01700,17,00200,2,Social Service,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_17,A: Reclassification & Adjustment of Trial Balance,A000000,01700,17,00600,6,Social Service,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_18,A: Reclassification & Adjustment of Trial Balance,A000000,01800,18,00100,1,Other General Service,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_18,A: Reclassification & Adjustment of Trial Balance,A000000,01800,18,00200,2,Other General Service,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_18,A: Reclassification & Adjustment of Trial Balance,A000000,01800,18,00600,6,Other General Service,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_19,A: Reclassification & Adjustment of Trial Balance,A000000,01900,19,00100,1,Nonphysician Anesthetists,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_19,A: Reclassification & Adjustment of Trial Balance,A000000,01900,19,00200,2,Nonphysician Anesthetists,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_19,A: Reclassification & Adjustment of Trial Balance,A000000,01900,19,00600,6,Nonphysician Anesthetists,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_20,A: Reclassification & Adjustment of Trial Balance,A000000,02000,20,00100,1,Nursing School,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_20,A: Reclassification & Adjustment of Trial Balance,A000000,02000,20,00200,2,Nursing School,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_20,A: Reclassification & Adjustment of Trial Balance,A000000,02000,20,00600,6,Nursing School,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_21,A: Reclassification & Adjustment of Trial Balance,A000000,02100,21,00100,1,Interns & Res Salary and Fringe Benefits,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_21,A: Reclassification & Adjustment of Trial Balance,A000000,02100,21,00200,2,Interns & Res Salary and Fringe Benefits,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_21,A: Reclassification & Adjustment of Trial Balance,A000000,02100,21,00600,6,Interns & Res Salary and Fringe Benefits,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_22,A: Reclassification & Adjustment of Trial Balance,A000000,02200,22,00100,1,Interns & Res Other Program Costs,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_22,A: Reclassification & Adjustment of Trial Balance,A000000,02200,22,00200,2,Interns & Res Other Program Costs,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_22,A: Reclassification & Adjustment of Trial Balance,A000000,02200,22,00600,6,Interns & Res Other Program Costs,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_23,A: Reclassification & Adjustment of Trial Balance,A000000,02300,23,00100,1,Paramedical Education,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_23,A: Reclassification & Adjustment of Trial Balance,A000000,02300,23,00200,2,Paramedical Education,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_23,A: Reclassification & Adjustment of Trial Balance,A000000,02300,23,00600,6,Paramedical Education,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_30,A: Reclassification & Adjustment of Trial Balance,A000000,03000,30,00100,1,Adults and Pediatrics,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_30,A: Reclassification & Adjustment of Trial Balance,A000000,03000,30,00200,2,Adults and Pediatrics,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_30,A: Reclassification & Adjustment of Trial Balance,A000000,03000,30,00600,6,Adults and Pediatrics,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_31,A: Reclassification & Adjustment of Trial Balance,A000000,03100,31,00100,1,Intensive Care Unit,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_31,A: Reclassification & Adjustment of Trial Balance,A000000,03100,31,00200,2,Intensive Care Unit,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_31,A: Reclassification & Adjustment of Trial Balance,A000000,03100,31,00600,6,Intensive Care Unit,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_32,A: Reclassification & Adjustment of Trial Balance,A000000,03200,32,00100,1,Coronary Care Unit,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_32,A: Reclassification & Adjustment of Trial Balance,A000000,03200,32,00200,2,Coronary Care Unit,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_32,A: Reclassification & Adjustment of Trial Balance,A000000,03200,32,00600,6,Coronary Care Unit,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_33,A: Reclassification & Adjustment of Trial Balance,A000000,03300,33,00100,1,Burn Intensive Care Unit,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_33,A: Reclassification & Adjustment of Trial Balance,A000000,03300,33,00200,2,Burn Intensive Care Unit,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_33,A: Reclassification & Adjustment of Trial Balance,A000000,03300,33,00600,6,Burn Intensive Care Unit,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_34,A: Reclassification & Adjustment of Trial Balance,A000000,03400,34,00100,1,Surgical Intensive Care Unit,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_34,A: Reclassification & Adjustment of Trial Balance,A000000,03400,34,00200,2,Surgical Intensive Care Unit,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_34,A: Reclassification & Adjustment of Trial Balance,A000000,03400,34,00600,6,Surgical Intensive Care Unit,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_35,A: Reclassification & Adjustment of Trial Balance,A000000,03500,35,00100,1,Other Special Care Unit,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_35,A: Reclassification & Adjustment of Trial Balance,A000000,03500,35,00200,2,Other Special Care Unit,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_35,A: Reclassification & Adjustment of Trial Balance,A000000,03500,35,00600,6,Other Special Care Unit,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_40,A: Reclassification & Adjustment of Trial Balance,A000000,04000,40,00100,1,Subprovider-IPF,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_40,A: Reclassification & Adjustment of Trial Balance,A000000,04000,40,00200,2,Subprovider-IPF,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_40,A: Reclassification & Adjustment of Trial Balance,A000000,04000,40,00600,6,Subprovider-IPF,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_41,A: Reclassification & Adjustment of Trial Balance,A000000,04100,41,00100,1,Subprovider-IRF,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_41,A: Reclassification & Adjustment of Trial Balance,A000000,04100,41,00200,2,Subprovider-IRF,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_41,A: Reclassification & Adjustment of Trial Balance,A000000,04100,41,00600,6,Subprovider-IRF,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_42,A: Reclassification & Adjustment of Trial Balance,A000000,04200,42,00100,1,Subprovider I,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_42,A: Reclassification & Adjustment of Trial Balance,A000000,04200,42,00200,2,Subprovider I,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_42,A: Reclassification & Adjustment of Trial Balance,A000000,04200,42,00600,6,Subprovider I,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_4201,A: Reclassification & Adjustment of Trial Balance,A000000,04201,42.01,00100,1,Subprovider II,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_4201,A: Reclassification & Adjustment of Trial Balance,A000000,04201,42.01,00200,2,Subprovider II,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_4201,A: Reclassification & Adjustment of Trial Balance,A000000,04201,42.01,00600,6,Subprovider II,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_43,A: Reclassification & Adjustment of Trial Balance,A000000,04300,43,00100,1,Nursery,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_43,A: Reclassification & Adjustment of Trial Balance,A000000,04300,43,00200,2,Nursery,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_43,A: Reclassification & Adjustment of Trial Balance,A000000,04300,43,00600,6,Nursery,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_44,A: Reclassification & Adjustment of Trial Balance,A000000,04400,44,00100,1,SNF,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_44,A: Reclassification & Adjustment of Trial Balance,A000000,04400,44,00200,2,SNF,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_44,A: Reclassification & Adjustment of Trial Balance,A000000,04400,44,00600,6,SNF,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_45,A: Reclassification & Adjustment of Trial Balance,A000000,04500,45,00100,1,NF,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_45,A: Reclassification & Adjustment of Trial Balance,A000000,04500,45,00200,2,NF,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_45,A: Reclassification & Adjustment of Trial Balance,A000000,04500,45,00600,6,NF,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_4501,A: Reclassification & Adjustment of Trial Balance,A000000,04501,45.01,00100,1,ICF,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_4501,A: Reclassification & Adjustment of Trial Balance,A000000,04501,45.01,00200,2,ICF,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_4501,A: Reclassification & Adjustment of Trial Balance,A000000,04501,45.01,00600,6,ICF,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_46,A: Reclassification & Adjustment of Trial Balance,A000000,04600,46,00100,1,OLTC,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C2_46,A: Reclassification & Adjustment of Trial Balance,A000000,04600,46,00200,2,OLTC,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C6_46,A: Reclassification & Adjustment of Trial Balance,A000000,04600,46,00600,6,OLTC,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,NUMERIC,COMPLETE
A_C1_50,A: Reclassification & Adjustment of Trial Balance,A000000,05000,50,00100,1,Operating Room,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_50,A: Reclassification & Adjustment of Trial Balance,A000000,05000,50,00200,2,Operating Room,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_50,A: Reclassification & Adjustment of Trial Balance,A000000,05000,50,00600,6,Operating Room,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_51,A: Reclassification & Adjustment of Trial Balance,A000000,05100,51,00100,1,Recovery Room,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_51,A: Reclassification & Adjustment of Trial Balance,A000000,05100,51,00200,2,Recovery Room,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_51,A: Reclassification & Adjustment of Trial Balance,A000000,05100,51,00600,6,Recovery Room,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C1_52,A: Reclassification & Adjustment of Trial Balance,A000000,05200,52,00100,1,Delivery Room and Labor Room,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C2_52,A: Reclassification & Adjustment of Trial Balance,A000000,05200,52,00200,2,Delivery Room and Labor Room,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
A_C6_52,A: Reclassification & Adjustment of Trial Balance,A000000,05200,52,00600,6,Delivery Room and Labor Room,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,,ROLLUP,COMPLETE
